Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A885881,*Guero,7/26/2023 18:35,Jul-23,Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever/Boxer,Tan
A885880,*Gordita,7/26/2023 18:35,Jul-23,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Boxer Mix,Tan
A885878,,7/26/2023 18:48,Jul-23,8540 N Lamar in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Black Mouth Cur Mix,Brown/Black
A885879,,7/26/2023 18:48,Jul-23,8540 N Lamar in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 month,Black Mouth Cur Mix,Brown/Black
A885877,Cleo,7/26/2023 18:48,Jul-23,8540 N Lamar in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Black Mouth Cur Mix,Brown/Black
A874008,Scooby,7/26/2023 22:43,Jul-23,Governors Way in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Rottweiler/German Shepherd,Brown/Black
A885889,Og,7/27/2023 10:15,Jul-23,5201 Ross Rd in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,American Bulldog,Brown Brindle/White
A843313,Louie,7/27/2023 14:16,Jul-23,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,3 years,French Bulldog,Blue Merle/Tan
A885926,Rex,7/27/2023 15:41,Jul-23,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Pit Bull,Brown/White
A885924,Luffy,7/27/2023 15:41,Jul-23,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White
A871328,Chocoa,7/27/2023 16:01,Jul-23,Travis (TX),Owner Surrender,Med Attn,Dog,Spayed Female,8 months,Labrador Retriever/Australian Cattle Dog,Black
A871323,Ollie,7/27/2023 16:01,Jul-23,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,8 months,Labrador Retriever/Australian Cattle Dog,White
A885928,*Holly,7/27/2023 17:02,Jul-23,Onion Creek Dr And Onion Crossing Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Boxer Mix,Brown/White
A885927,*Cherrywood,7/27/2023 17:02,Jul-23,Onion Creek Dr And Onion Crossing Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Boxer Mix,Brown/White
A885935,,7/27/2023 17:33,Jul-23,Teri Rd And Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Black/White
A885934,,7/27/2023 17:33,Jul-23,Teri Rd And Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer Mix,Black
A885952,Boss,7/28/2023 8:04,Jul-23,2301 Durwood in Austin (TX),Stray,Sick,Dog,Neutered Male,8 years,Shih Tzu,Gray/White
A885953,*Blaine,7/28/2023 9:34,Jul-23,6226 Thurwood Ave in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,American Bulldog,White/Brown
A885955,Buddy,7/28/2023 10:13,Jul-23,300 Ferguson Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Staffordshire,Brown Brindle/White
A885969,Koda,7/28/2023 12:36,Jul-23,1300 Southport Dr in Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A885971,,7/28/2023 12:39,Jul-23,183 And Mcneil in Austin (TX),Stray,Sick,Dog,Intact Female,3 weeks,Pit Bull,Gray/White
A885974,John,7/28/2023 13:52,Jul-23,4000 A Prairie Ln in Austin (TX),Stray,Injured,Dog,Intact Male,2 months,Pit Bull Mix,Brown/White
A885978,Chico,7/28/2023 14:37,Jul-23,Golden Quail Drive And Pine Knoll Drive in Travis (TX),Stray,Medical,Dog,Intact Male,9 years,Chihuahua Shorthair,White/Black
A885979,*Pup Pup,7/28/2023 15:02,Jul-23,8415 Lucinda Dr in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever,Black
A765013,Izzy (Baby Girl),7/28/2023 17:49,Jul-23,6103 Manor Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan/White
A886005,Gemini,7/28/2023 21:28,Jul-23,7325 Dungarees Way in Travis (TX),Public Assist,Normal,Dog,Spayed Female,8 years,American Pit Bull Terrier,Brown/White
A886006,Diamond,7/28/2023 21:28,Jul-23,7325 Dungarees Way in Travis (TX),Public Assist,Normal,Dog,Intact Female,6 years,Pit Bull Mix,Black Brindle
A886004,Marley,7/28/2023 21:28,Jul-23,7325 Dungarees Way in Travis (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A886016,*Marvin,7/29/2023 9:56,Jul-23,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Black/White
A886031,Rusty,7/29/2023 12:40,Jul-23,10214 Brownie Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Cairn Terrier Mix,Brown
A886029,*Yondu,7/29/2023 12:40,Jul-23,10214 Brownie Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,German Shepherd Mix,Brown/Black
A886056,,7/29/2023 16:01,Jul-23,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,St. Bernard Smooth Coat Mix,White/Brown
A856041,Daddy Boy,7/30/2023 8:45,Jul-23,11603 Jollyville Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Staffordshire Mix,Brown Brindle/White
A886067,Luna,7/30/2023 10:31,Jul-23,South Pleasant Valley And Franklin Park in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Border Collie Mix,White
A886068,*Sprinkles,7/30/2023 10:31,Jul-23,South Pleasant Valley And Franklin Park in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Australian Cattle Dog Mix,Black/Tan
A886078,Bella,7/30/2023 12:26,Jul-23,Bellingham Drive And Farmhaven Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Staffordshire Mix,Black/White
A886075,Roux,7/30/2023 12:32,Jul-23,South Highway 183 And Maha Loop Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Tan/Black
A886082,Savi,7/30/2023 14:36,Jul-23,8028 Gessner Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier,White/Gray
A886089,*Summer,7/30/2023 17:31,Jul-23,S 1St St And W Oltorf St in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever Mix,Brown Brindle
A886105,Phinn,7/31/2023 9:24,Jul-23,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,5 years,Papillon,White/Black
A886107,Lara,7/31/2023 10:07,Jul-23,7309 Cameron Road in Travis (TX),Public Assist,Normal,Dog,Intact Female,11 months,Pit Bull,Blue/White
A886115,Mochi,7/31/2023 10:40,Jul-23,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Dachshund Longhair/Chihuahua Longhair,Cream/White
A886113,Bella,7/31/2023 10:40,Jul-23,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,7 years,Miniature Poodle,White
A886114,,7/31/2023 10:40,Jul-23,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair/Dachshund,Brown
A886120,*Big Joe,7/31/2023 11:39,Jul-23,6103 Manor Rd Apt 220 in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White
A882172,*Stan,7/31/2023 12:30,Jul-23,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Basset Hound/Labrador Retriever,White/Brown
A886139,A886139,7/31/2023 14:48,Jul-23,12825 Noche Clara Drive in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair,White
A886142,Nala,7/31/2023 15:07,Jul-23,5304 Fence in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,German Shepherd Mix,Black/Tan
A872644,Banjo,7/31/2023 17:34,Jul-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Foxhound Mix,Brown/White
A874985,Media,7/31/2023 22:50,Jul-23,Onion Creek in Austin (TX),Public Assist,Injured,Dog,Intact Female,8 months,Pit Bull,Brown
A886166,Maple,8/1/2023 10:31,Aug-23,Old Spicewood Springs Road And Capitol Of Texas Highway in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,White/Red
A886170,,8/1/2023 10:42,Aug-23,South 1St Street And West Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Black Mouth Cur Mix,Cream/Black
A886169,Chuky,8/1/2023 10:48,Aug-23,Stassney Lane And William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,White/Black
A788359,Allison,8/1/2023 12:55,Aug-23,Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,German Shepherd Mix,Tan/Black
A842179,Paloma,8/1/2023 13:08,Aug-23,4405 E Sh 71 in Travis (TX),Stray,Injured,Dog,Spayed Female,2 years,Pit Bull Mix,White/Fawn
A886176,,8/1/2023 13:41,Aug-23,4001 Veldt Dr in Travis (TX),Stray,Sick,Dog,Intact Female,1 month,Labrador Retriever Mix,Black Brindle/Brown
A886178,,8/1/2023 13:49,Aug-23,East Ben White And South Industrial Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Maltese/Miniature Poodle,Cream
A886179,*Luann,8/1/2023 14:14,Aug-23,1915 Holly St in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A886194,,8/1/2023 16:12,Aug-23,1401 East Twelfth Street in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Australian Cattle Dog Mix,White/Black
A886204,*Faith,8/1/2023 18:12,Aug-23,Airport And Glissman in Austin (TX),Abandoned,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Black/White
A886206,Bella,8/1/2023 18:13,Aug-23,Airport And Glissman in Austin (TX),Abandoned,Normal,Dog,Intact Female,4 months,Pit Bull Mix,Black/White
A886207,Rocket,8/1/2023 18:21,Aug-23,17304 Hamilton Pool in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,West Highland Mix,White
A886214,*Frangelica,8/2/2023 7:08,Aug-23,2504 Dove Drive in Austin (TX),Stray,Sick,Dog,Intact Female,4 months,Belgian Malinois Mix,Black/Tan
A886216,Shadow,8/2/2023 8:25,Aug-23,12138 N Lamar Blvd in Austin (TX),Stray,Injured,Dog,Neutered Male,6 years,Siberian Husky,Gray/White
A886218,Roni,8/2/2023 9:03,Aug-23,S Center St in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,Pit Bull,Brown/White
A886222,Mace,8/2/2023 11:22,Aug-23,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,9 years,German Shepherd Mix,Black
A886243,*Kramer,8/2/2023 15:49,Aug-23,Jazzberry Way in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Rottweiler,Black/Brown
A886253,Beni,8/2/2023 17:42,Aug-23,Delahunty Lane And Vincent Place in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Black
A886257,Freya,8/2/2023 18:36,Aug-23,Hunter Bend Rd And Red Tails Dr in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Blue/White
A886258,*Quill,8/2/2023 18:36,Aug-23,Hunter Bend Rd And Red Tails Dr in Travis (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull/Catahoula,Yellow Brindle/White
A886259,*Starlord,8/2/2023 18:36,Aug-23,Hunter Bend Rd And Red Tails Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula Mix,Brown Merle/White
A886277,*Oriole,8/3/2023 9:59,Aug-23,1201 Payton Gin Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A849446,Oso,8/3/2023 10:57,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Anatol Shepherd,Buff/Black
A860998,Ophelia,8/3/2023 11:30,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Tick
A817656,Cujo Dexter,8/3/2023 13:23,Aug-23,221 West North Loop Boulevard in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Pit Bull/German Shepherd,Black
A886309,*Winchester,8/3/2023 17:42,Aug-23,Farm To Market 620 And Parmer Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black
A886312,,8/3/2023 18:54,Aug-23,2304 Matterhorn Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,9 years,Miniature Poodle,White
A886313,,8/3/2023 18:54,Aug-23,2304 Matterhorn Ln in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Cocker Spaniel/Lhasa Apso,White
A886311,*Eloise,8/3/2023 18:54,Aug-23,2304 Matterhorn Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Chihuahua Shorthair,Tan/White
A886324,Brownie,8/4/2023 8:22,Aug-23,1000 Collinwood West Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Labrador Retriever Mix,Brown
A886331,Roscoe,8/4/2023 10:21,Aug-23,4602 Kitty Ave in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull,Blue
A886335,Adonas,8/4/2023 11:14,Aug-23,3300 Parker Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A886304,Killo,8/4/2023 11:56,Aug-23,8105 Research Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Gray/White
A886351,,8/4/2023 12:36,Aug-23,7500 Block Brodie Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White
A886362,Bubbles,8/4/2023 13:48,Aug-23,1501 E Howard Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Chihuahua Shorthair Mix,Brown/White
A849636,Elvis,8/4/2023 14:34,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,German Shepherd,Tan/Black
A886372,Chippy Chappo,8/4/2023 14:35,Aug-23,4704 Rocking Chair Road in Austin (TX),Stray,Sick,Dog,Intact Male,1 year,Yorkshire Terrier/Chihuahua Longhair,Brown/Gray
A886376,Peaches,8/4/2023 15:54,Aug-23,8712 Old Manor Rd in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Mastiff Mix,Brown Brindle/White
A886377,*Sawyer,8/4/2023 15:54,Aug-23,8712 Old Manor Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A886379,Frank,8/4/2023 16:27,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Beagle/Australian Cattle Dog,Black/White
A886378,,8/4/2023 16:30,Aug-23,2304 Wirtz Avenue in Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Miniature Pinscher/Chihuahua Shorthair,Black/Tan
A886386,Copito,8/4/2023 16:43,Aug-23,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/White
A886390,A886390,8/4/2023 20:06,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,White/Black
A886389,*Doc,8/4/2023 20:06,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dutch Shepherd/Pit Bull,Brown Brindle/White
A844264,*Mayo,8/5/2023 9:36,Aug-23,1503 Lipan Trail in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,White
A877545,Oso,8/5/2023 9:50,Aug-23,New York Dr 78702 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 months,Siberian Husky,White/Buff
A886404,Abilene,8/5/2023 10:00,Aug-23,Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,Golden Retriever,Gold
A886403,Avicii,8/5/2023 10:00,Aug-23,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,German Shepherd,Brown/Black
A886420,Toby,8/5/2023 12:48,Aug-23,708 East 6Th Street in Austin (TX),Abandoned,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Tan/White
A879403,Hagrid,8/5/2023 23:40,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,11 months,German Shepherd Mix,Black/Brown
A886460,Lt Dan,8/6/2023 8:25,Aug-23,Capital Of Texas Highway in Austin (TX),Public Assist,Injured,Dog,Neutered Male,1 year,Miniature Poodle Mix,Apricot
A886462,Lady,8/6/2023 9:30,Aug-23,17821 Golden Valley Dr in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Black
A886463,Patches,8/6/2023 9:30,Aug-23,17821 Golden Valley Dr in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Brown/White
A886470,Tyrion,8/6/2023 10:28,Aug-23,Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,Standard Poodle/Labrador Retriever,Apricot/White
A886467,Captain Sparrow,8/6/2023 11:25,Aug-23,South Mopac Express Way And South Capital Texas Highway in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Miniature Poodle,White/Brown
A886474,Lulu,8/6/2023 12:16,Aug-23,Gilbert Rd And Bartney Cv in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever Mix,Black/White
A886477,,8/6/2023 12:50,Aug-23,7Th Street And Shady Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Brown/Black
A886476,*Charlie,8/6/2023 12:50,Aug-23,7Th Street And Shady Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Brown
A886502,A886502,8/7/2023 10:42,Aug-23,Travis (TX),Public Assist,Normal,Dog,Intact Female,1 month,Pit Bull,Chocolate
A886503,A886503,8/7/2023 10:53,Aug-23,Woodward And St Elmo in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Brown
A886111,Canelo,8/7/2023 10:57,Aug-23,4700 Whirlaway Drive in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black
A886511,*Schnitzel,8/7/2023 11:10,Aug-23,2703 Pecan Street in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,German Shepherd,Black/Tan
A886505,886505,8/7/2023 11:17,Aug-23,1309 Radam Circle in Austin (TX),Stray,Injured,Dog,Intact Male,7 months,German Shepherd Mix,Brown/Black
A886504,Forest,8/7/2023 11:17,Aug-23,1309 Radam Circle in Austin (TX),Stray,Injured,Dog,Intact Male,7 months,German Shepherd Mix,Black/Brown
A883868,Frankie,8/7/2023 11:41,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A886517,,8/7/2023 11:50,Aug-23,Furness Drive in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,German Shepherd Mix,Black/Brown
A886518,,8/7/2023 11:50,Aug-23,Furness Drive in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,German Shepherd Mix,Black/Tan
A886510,Daisy,8/7/2023 11:55,Aug-23,1302 Bonnie Brae St in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,German Shepherd Mix,White
A886530,Bailey,8/7/2023 13:27,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Catahoula Mix,Blue Merle/White
A886535,Lucky,8/7/2023 13:57,Aug-23,1925 Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A886534,*Oliver,8/7/2023 13:57,Aug-23,1925 Airport in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,White/Tan
A886536,*Crunchwrap Supreme,8/7/2023 13:57,Aug-23,1925 Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A886533,Ranger,8/7/2023 13:57,Aug-23,1925 Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Yellow
A886537,*Baja Blast,8/7/2023 13:57,Aug-23,1925 Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A885031,Lil Diamond,8/7/2023 14:05,Aug-23,11901 Pavilion in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White
A886540,Mr. Honeybunny,8/7/2023 15:14,Aug-23,8300 North Interstate Highway 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Parson Russell Terrier,White/Tan
A886550,A886550,8/7/2023 17:59,Aug-23,Neils Thompson Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Alaskan Husky,Brown/White
A886557,Sparkles,8/7/2023 21:12,Aug-23,1101 Travis Heights in Austin (TX),Public Assist,Other,Dog,Spayed Female,2 years,Chihuahua Shorthair,Tan/Red
A886576,Tina,8/8/2023 9:03,Aug-23,5901 Municipal Complex in Lago Vista (TX),Stray,Normal,Dog,Intact Female,4 years,English Foxhound,Tricolor
A886577,Gunther,8/8/2023 9:03,Aug-23,5901 Municipal Complex in Lago Vista (TX),Stray,Normal,Dog,Intact Male,4 years,Shiba Inu/German Shepherd,Black/Tan
A886582,*Bali,8/8/2023 10:49,Aug-23,889 Wilks Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky Mix,Black/Brown
A886581,Stella,8/8/2023 10:52,Aug-23,12905 Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,White/Black
A886586,Betty,8/8/2023 11:01,Aug-23,Austin (TX),Abandoned,Normal,Dog,Intact Female,2 months,Plott Hound/German Shepherd,Brown Brindle
A886585,*Ella,8/8/2023 11:01,Aug-23,Austin (TX),Abandoned,Normal,Dog,Intact Female,2 months,Plott Hound/German Shepherd,Brown Brindle
A886587,Dusty,8/8/2023 11:01,Aug-23,Austin (TX),Abandoned,Normal,Dog,Intact Male,2 months,Plott Hound/German Shepherd,Black/Brown Brindle
A886418,,8/8/2023 12:32,Aug-23,Lund Carlson And Manda Road in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,German Shepherd/Siberian Husky,Black/White
A886419,,8/8/2023 12:32,Aug-23,Lund Carlson And Manda Road in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,German Shepherd/Siberian Husky,Brown/Black
A886601,*Squiggles,8/8/2023 12:44,Aug-23,4417 East St Elmo Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Boxer/Pit Bull,Brown Brindle/White
A886613,,8/8/2023 13:08,Aug-23,5001 Crainway Dr in Austin (TX),Stray,Sick,Dog,Intact Male,1 year,Chihuahua Shorthair/German Shepherd,Black/Tan
A886625,*Chato,8/8/2023 14:24,Aug-23,18400 Lockwood Road in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,French Bulldog,White/Black
A874757,*Bartise,8/8/2023 15:24,Aug-23,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pointer Mix,Chocolate/White
A886630,Diego,8/8/2023 15:25,Aug-23,10509 Sprinkle Cutoff in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,German Shepherd,Brown/Black
A886637,A886637,8/8/2023 16:06,Aug-23,1500 Crossing Place in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Schnauzer Mix,Black/Tan
A886054,Rocco,8/8/2023 17:55,Aug-23,400 W Anderson Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/Black
A886661,*Ollie,8/9/2023 8:02,Aug-23,8532 N Lamar in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair,Brown
A869121,Keenan,8/9/2023 9:19,Aug-23,11401 Guernsey Dr in Austin (TX),Stray,Aged,Dog,Neutered Male,13 years,Labrador Retriever Mix,Black/White
A882170,Osa,8/9/2023 12:02,Aug-23,Travis (TX),Owner Surrender,Injured,Dog,Spayed Female,9 months,Labrador Retriever/Pit Bull,Black/White
A886683,Benny,8/9/2023 12:02,Aug-23,505 Barton Springs in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Black Mouth Cur,Black/Tan
A886676,*Barbie Girl,8/9/2023 12:15,Aug-23,South Pleasant Valley And 5Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan/Brown
A825882,Nipsey,8/9/2023 13:42,Aug-23,4400 Franklin Park Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Bulldog Mix,Black Brindle/White
A886697,,8/9/2023 13:46,Aug-23,4801 Freidrich Ln in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair,Black/White
A886700,*Mae,8/9/2023 14:45,Aug-23,11481 Maha Loop Road in Austin (TX),Stray,Injured,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White
A886702,Blu,8/9/2023 15:30,Aug-23,4704 Brassiewood Dr in Austin (TX),Public Assist,Normal,Dog,Intact Female,8 years,Blue Lacy,Blue/White
A872036,Buddy,8/9/2023 15:33,Aug-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Akbash Mix,White
A886704,*Manny,8/9/2023 15:56,Aug-23,6908 Bethune Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,German Shepherd,Tan/Tan
A886716,*Limoncello,8/9/2023 21:18,Aug-23,11118 Dessau Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,White/Brown
A886720,*Mint Chocolate Chip,8/9/2023 21:46,Aug-23,1817 Oltorf St in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Catahoula Mix,Brown/White
A886718,Shitake,8/9/2023 21:46,Aug-23,1817 Oltorf St in Austin (TX),Abandoned,Normal,Dog,Intact Female,3 years,Catahoula Mix,Blue Merle/Tan
A886721,Bryce,8/9/2023 21:46,Aug-23,1817 Oltorf St in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Catahoula Mix,Blue Merle/White
A886719,*Rocky Road,8/9/2023 21:46,Aug-23,1817 Oltorf St in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 month,Catahoula Mix,Brown Merle/White
A886738,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886732,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886787,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886735,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886734,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886788,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886733,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886737,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
A886736,,8/10/2023 8:00,Aug-23,Eva St And Johanna St in Austin (TX),Stray,Normal,Dog,Unknown,1 day,Pit Bull,White
