Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A900994,Oreo,3/27/2024 12:06,Mar-24,Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Catahoula Mix,Brown Brindle/White
A900992,Ky,3/27/2024 12:57,Mar-24,5916 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Tan/White
A901002,Hazelnut,3/27/2024 13:45,Mar-24,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,2 years,Labrador Retriever Mix,White
A901011,Rex,3/27/2024 14:26,Mar-24,2434 Cardinal Loop in Austin (TX),Public Assist,Normal,Dog,Intact Male,7 years,Manchester Terrier Mix,Black/Brown
A868125,Diamond,3/27/2024 14:51,Mar-24,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair,White
A893540,Passion,3/27/2024 15:42,Mar-24,4504 Speedway in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull,White
A901014,Salvation,3/27/2024 15:42,Mar-24,4504 Speedway in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Brown/White
A761967,Poseidon,3/27/2024 17:02,Mar-24,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black/White
A857594,Cersei,3/27/2024 17:06,Mar-24,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Australian Shepherd/Border Terrier,Black/Brown
A761966,Zeus,3/27/2024 17:08,Mar-24,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black/White
A901034,*Petri,3/27/2024 19:05,Mar-24,6912 Hergotz Ln in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Collie Smooth Mix,White/Black
A901035,,3/27/2024 19:05,Mar-24,6912 Hergotz Ln in Travis (TX),Stray,Pregnant,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White
A901039,*Chai,3/27/2024 20:14,Mar-24,Chaparral Crossing Blvd And Dunlap Rd in Travis (TX),Stray,Normal,Dog,Intact Female,10 months,Pit Bull Mix,White/Brown
A901038,*Shrimp,3/27/2024 20:14,Mar-24,Chaparral Crossing Blvd And Dunlap Rd in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,American Pit Bull Terrier,Black/White
A901043,Bo,3/28/2024 1:26,Mar-24,800 Interchange Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,White/Brown
A901036,*Pippy,3/28/2024 7:30,Mar-24,1137 Gunter Street in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair,Black
A865197,*Hank,3/28/2024 11:16,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,White/Gray
A901065,*Biggie Paws,3/28/2024 12:16,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull,Buff/White
A873183,Striker,3/28/2024 13:44,Mar-24,2618 Baxter Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Siberian Husky Mix,Red/White
A901084,April,3/28/2024 14:10,Mar-24,Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Pit Bull,Tan
A901077,Nefertiti,3/28/2024 14:12,Mar-24,405 W St Johns Ave in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chinese Crested,Black
A901080,Milo,3/28/2024 14:18,Mar-24,6907 Branchwood Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Siberian Husky,Black/Brown
A901082,Bond,3/28/2024 14:18,Mar-24,6907 Branchwood Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Brown/Black
A901081,,3/28/2024 14:18,Mar-24,6907 Branchwood Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Brown/Black
A899377,Prince,3/28/2024 15:38,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,German Shepherd,Tan
A898915,*Tony,3/28/2024 15:41,Mar-24,Auburnhill And Northeast Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler,Brown
A876966,*Marty,3/28/2024 16:09,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Rat Terrier/Dachshund,Blue/Tan
A897455,Fiona,3/28/2024 16:14,Mar-24,1003 Vasquez in Austin (TX),Stray,Normal,Dog,Spayed Female,4 months,Labrador Retriever/Pit Bull,Black/White
A901095,Sadie,3/28/2024 16:56,Mar-24,139 East St Elmo in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown
A901099,*Jericho,3/28/2024 17:11,Mar-24,Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Blue Lacy,Fawn/White
A901102,Kiwi,3/28/2024 17:24,Mar-24,Laws Road And South Highway 183 in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,Australian Cattle Dog/Labrador Retriever,Brown
A901089,,3/29/2024 7:36,Mar-24,8805 North Plaza in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Toy Poodle/Maltese,Black/White
A901117,Bruce,3/29/2024 9:34,Mar-24,2515 Pearl Sreet in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Pit Bull,Brown
A574084,Maui,3/29/2024 11:17,Mar-24,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,15 years,Labrador Retriever Mix,Cream
A901150,Lucy Goosey,3/29/2024 12:25,Mar-24,13206 Wright Road in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,Alaskan Husky/Labrador Retriever,White/Brown
A901149,Shiny,3/29/2024 12:25,Mar-24,13206 Wright Road in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever/Pit Bull,Black/White
A901163,Peaches,3/29/2024 13:53,Mar-24,290 And Edenbourgh in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Chihuahua Shorthair Mix,Buff
A901167,Granny,3/29/2024 14:18,Mar-24,7808 Orisha Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Catahoula,White/Blue Merle
A901172,Polly,3/29/2024 14:46,Mar-24,William Cannon And Nelms in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Shepherd/Pit Bull,Tan/Brown
A901178,*Addison,3/29/2024 15:14,Mar-24,Fish Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown
A897987,Blue,3/29/2024 16:22,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Pit Bull,Brown Brindle/White
A901194,,3/29/2024 17:46,Mar-24,Austin (TX),Stray,Pregnant,Dog,Intact Female,10 months,Pit Bull,White/Black
A901198,*Beowolf,3/29/2024 18:54,Mar-24,New Sweden Church Rd And Manda Carlson Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black
A901200,Beautifull,3/29/2024 21:37,Mar-24,Fm 812 And Burklund Farms Rd in Travis (TX),Stray,Injured,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A901201,Kira,3/29/2024 21:37,Mar-24,Fm 812 And Burklund Farms Rd in Travis (TX),Stray,Injured,Dog,Intact Female,1 month,Blue Lacy Mix,Blue/White
A901213,Kiara,3/30/2024 10:14,Mar-24,14804 Swiss Dr in Travis (TX),Owner Surrender,Injured,Dog,Intact Female,3 months,Pomeranian,Sable
A901214,Bandit,3/30/2024 10:17,Mar-24,Kim Lane And Duncan Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,White/Black
A901215,*Archer,3/30/2024 10:26,Mar-24,Austin (TX),Abandoned,Normal,Dog,Neutered Male,1 year,Pit Bull/Neapolitan Mastiff,Brown
A897073,Tequila,3/30/2024 10:27,Mar-24,Congress And Monroe in Austin (TX),Stray,Normal,Dog,Spayed Female,4 months,Labrador Retriever Mix,Brown/Tan
A901222,Nila,3/30/2024 11:24,Mar-24,Outside Jurisdiction,Stray,Injured,Dog,Intact Female,3 months,Labrador Retriever Mix,Black
A901226,Sancho,3/30/2024 12:50,Mar-24,11920 Jones Rd in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair,Brown/Tan
A901238,Blue,3/30/2024 15:16,Mar-24,Mowbray And Capulet St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Dane/Cane Corso,Blue/White
A837542,Truman,3/30/2024 16:06,Mar-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chinese Sharpei/Labrador Retriever,Brown/White
A901260,*Charity,3/31/2024 8:48,Mar-24,Outside Jurisdiction,Stray,Injured,Dog,Intact Female,4 months,Labrador Retriever Mix,White
A901245,*Rusty,3/31/2024 8:53,Mar-24,1426 Merchants Tale Ln in Austin (TX),Stray,Injured,Dog,Intact Male,7 years,Labrador Retriever,Brown/Brown
A901272,*Stevie,3/31/2024 10:55,Mar-24,10923 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue/White
A901284,Rocky,3/31/2024 15:49,Mar-24,Johnny Morris And North Point in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Pit Bull,Tan/White
A855126,Thorn,3/31/2024 18:37,Mar-24,2525 Anderson Lane in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair,Brown
A898633,Draxx,3/31/2024 23:39,Mar-24,3800 E 16Th St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Brown Brindle/White
A901014,Salvation,4/1/2024 9:31,Apr-24,45Th And Avenue G in Austin (TX),Stray,Injured,Dog,Intact Male,4 months,Pit Bull Mix,Brown/White
A893540,Passion,4/1/2024 9:31,Apr-24,45Th And Avenue G in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull,White
A901298,,4/1/2024 9:31,Apr-24,Outside Jurisdiction,Owner Surrender,Sick,Dog,Intact Female,1 month,Yorkshire Terrier,Brown/Black
A901302,*Mr. Chonk,4/1/2024 10:25,Apr-24,8712  Manor Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White
A901304,,4/1/2024 11:04,Apr-24,9401 Sherman Road in Austin (TX),Stray,Medical,Dog,Intact Male,2 years,Pug,Black
A900809,*Indie,4/1/2024 11:08,Apr-24,13201 Pond Springs Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever/Australian Shepherd,Black/White
A901318,Pinky Wright,4/1/2024 12:08,Apr-24,Ventura Drive And Mission Hill Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown
A901319,*Fleur,4/1/2024 12:24,Apr-24,Lola Drive And Georgian Drive in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Basenji/Labrador Retriever,Yellow Brindle/White
A901317,Papi Chulo,4/1/2024 12:27,Apr-24,11003 Baltus Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,White/Black
A871287,Manchita,4/1/2024 15:07,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pointer Mix,Black/White
A901349,,4/1/2024 15:47,Apr-24,Highway 183 And Mckinney Falls Parkway in Austin (TX),Stray,Med Attn,Dog,Intact Male,12 years,Shih Tzu,Black/White
A901237,Pepe,4/1/2024 16:41,Apr-24,11215 Reasearch Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Maltese Mix,Cream
A897775,Ace,4/1/2024 17:43,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever,Black
A849446,Oso,4/1/2024 17:55,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Anatol Shepherd,Buff/Black
A838593,Zuko,4/1/2024 18:41,Apr-24,8300 Hergotz Lane in Travis (TX),Stray,Injured,Dog,Intact Male,4 years,Siberian Husky,Black/White
A901375,Bebop,4/2/2024 8:24,Apr-24,1803 20Th St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White
A901386,*Kirby,4/2/2024 11:36,Apr-24,3753 S Capital Of Texas Hwy in Austin (TX),Stray,Medical,Dog,Intact Male,2 years,Pit Bull,Blue
A901383,Manny,4/2/2024 11:50,Apr-24,5200 Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog/Pit Bull,Black/White
A901392,*Keller,4/2/2024 12:32,Apr-24,15331 Sweet Caddies in Travis (TX),Stray,Normal,Dog,Intact Male,8 months,Australian Cattle Dog/German Shepherd,Brown Brindle/Black
A901402,Mia,4/2/2024 13:56,Apr-24,11525 Murron in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Cairn Terrier,Brown/Tan
A901273,Baxter,4/2/2024 13:56,Apr-24,11525 Murron in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula Mix,Brown Merle/Brown Merle
A900116,*Magnolia,4/2/2024 15:37,Apr-24,7337 Menchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky Mix,Tan/White
A901287,*Sesame,4/2/2024 15:59,Apr-24,7337 Menchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Black/Tan
A901420,Wesley,4/2/2024 16:00,Apr-24,23393 Nameless Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Border Collie,Black/White
A901425,Eclipse,4/2/2024 16:10,Apr-24,7609 Ivy Trellis Trail in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,German Shepherd Mix,Black/White
A901424,Anita,4/2/2024 16:16,Apr-24,7609 Ivy Trellis Trail in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Golden Retriever Mix,Tan/White
A898570,Leche,4/2/2024 17:51,Apr-24,2015 West Parmer Lane in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White
A901449,,4/2/2024 18:33,Apr-24,13858 Us Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Black
A901460,Nellie,4/3/2024 9:52,Apr-24,7001 Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A784313,Schultz,4/3/2024 11:03,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,German Shepherd Mix,Tan
A901475,*Freddie,4/3/2024 11:51,Apr-24,Dorset Dr And Childress Dr in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,German Shepherd,Sable
A901476,Daisy,4/3/2024 12:01,Apr-24,810 West Howard Ln in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Chihuahua Shorthair,Tan/White
A886169,Chuky,4/3/2024 12:22,Apr-24,5902 Cougar Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,White/Black
A901482,Coca,4/3/2024 13:24,Apr-24,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Boerboel Mix,Tan
A901515,*Pinto,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Catahoula,White/Brown
A901512,*Butter Bean,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,Brown/Black
A901509,*Magic,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Catahoula,White/Brown
A901506,*Cannellini,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Catahoula,White/Brown
A901514,*Navy Bean,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,White/Brown
A901516,*Chick Pea,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Catahoula,Sable
A901511,*Kidney Bean,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,Sable
A901513,*Garbanzo,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,Brown/White
A901510,*Black Eyed Pea,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,White/Black
A901504,*Peanut,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Catahoula,Red Merle/White
A901508,*Fava,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Catahoula,White/Brown
A901507,*Lentil,4/3/2024 14:51,Apr-24,10808 Rawhide Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Catahoula,White/Brown
A901505,Gage,4/3/2024 15:11,Apr-24,2607 South Interstate Highway 35 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier,Brown Brindle
A898162,Bevo Garza,4/3/2024 16:36,Apr-24,Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull,Brown Brindle/White
A900896,Scar Face,4/3/2024 16:47,Apr-24,13800 Long Meadows Drive in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,3 years,Pit Bull Mix,Brown
A901532,,4/3/2024 17:31,Apr-24,7503 Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair/Norfolk Terrier,White/Black
A901533,Leo,4/3/2024 17:31,Apr-24,7503 Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair/Norfolk Terrier,White/Black
A901538,*Lolita,4/3/2024 18:05,Apr-24,6405 Moores Crossing Bvld in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,Black/White
A901539,*Jester,4/3/2024 18:05,Apr-24,6405 Moores Crossing Bvld in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,American Foxhound,Brown/Black
A901554,*Flora,4/4/2024 8:17,Apr-24,8000 Brown Cemetary Rd in Travis (TX),Stray,Injured,Dog,Intact Female,2 years,Doberman Pinsch,Brown/Tan
A901555,*Fauna,4/4/2024 8:17,Apr-24,8000 Brown Cemetary Rd in Travis (TX),Stray,Injured,Dog,Intact Female,3 years,Doberman Pinsch,Brown/Tan
A901559,Little Guy,4/4/2024 9:30,Apr-24,E 12Th Street And Chicon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Border Terrier,White
A901561,Sandy,4/4/2024 10:12,Apr-24,14011 Lund Carlson Rd in Travis (TX),Stray,Sick,Dog,Intact Female,2 years,Pit Bull,Tan/White
A901563,Sage,4/4/2024 10:26,Apr-24,8401 Hathaway St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Siberian Husky,White/Black
A901564,*Blip,4/4/2024 10:53,Apr-24,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,German Shepherd/Labrador Retriever,Chocolate
A901560,*Zilker,4/4/2024 11:00,Apr-24,503 E Applegate Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White
A901565,*Dipper,4/4/2024 11:04,Apr-24,1515 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White
A901566,The George Allen,4/4/2024 11:05,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Anatol Shepherd/Labrador Retriever,Tan
A901570,*Perdita,4/4/2024 11:10,Apr-24,East 6Th Street And Congress Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bulldog Mix,White/Black
A901143,*Telly,4/4/2024 11:18,Apr-24,5200 Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog,White/Brown
A901583,*Snowshoe,4/4/2024 13:21,Apr-24,2915 Aftonshire Way in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Siberian Husky Mix,Black/White
A901573,Roo,4/4/2024 14:41,Apr-24,Tee Dr And Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Rat Terrier/Chihuahua Shorthair,Tricolor
A900637,*Sunny,4/4/2024 14:56,Apr-24,Capitol View Dr And Slaughter in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White
A834601,June,4/4/2024 15:19,Apr-24,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Cream
A900767,*Kokomo,4/4/2024 16:32,Apr-24,Bangor Bend And Jamestown Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Pit Bull,Blue/White
A896849,Meeko,4/4/2024 17:07,Apr-24,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Brown/Black
A901607,*Isabel,4/4/2024 17:53,Apr-24,16401 Central Commerce in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Australian Shepherd/Belgian Tervuren,Tricolor/Black
A901541,*Chuchi,4/4/2024 17:57,Apr-24,E Slaughter Ln And Old Lockhart Rd in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Australian Shepherd,Chocolate/White
A901609,*Archibald,4/4/2024 19:08,Apr-24,2505 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A901614,*Pringles,4/5/2024 7:58,Apr-24,1911 W Ben White Blvd in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A901616,*Turbo,4/5/2024 8:33,Apr-24,Hergotz St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A900382,,4/5/2024 10:29,Apr-24,Fireside Chat in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Cairn Terrier Mix,Gray/White
A901618,,4/5/2024 10:33,Apr-24,Bluff Springs Dr And E William Cannon Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,English Bulldog,White/Gray
A900301,Azul,4/5/2024 11:07,Apr-24,Insterstate 35 And Oltorf in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White
A901628,Milo,4/5/2024 11:50,Apr-24,2711 South Interstate Highway 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chow Chow/German Shepherd,Brown
A901629,Max,4/5/2024 11:52,Apr-24,7333 Muffin Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Queensland Heeler,Brown/White
A901630,Ruby,4/5/2024 11:52,Apr-24,7333 Muffin Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Queensland Heeler,Brown/Black
A901639,,4/5/2024 13:10,Apr-24,12303 Marogot Run in Austin (TX),Stray,Aged,Dog,Spayed Female,7 years,Lhasa Apso/Toy Poodle,White/Tan
A901653,Luna,4/5/2024 15:20,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Tick/Red Tick
A901656,Bingo,4/5/2024 15:20,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Red Merle
A901652,Remmy,4/5/2024 15:20,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Tick/Red Tick
A901651,Muffin,4/5/2024 15:20,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Tricolor
A901657,*Bluey,4/5/2024 15:20,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Tick/Red Tick
A901659,Flower,4/5/2024 15:30,Apr-24,19109 Great Falls Dr in Travis (TX),Stray,Normal,Dog,Intact Female,12 years,Chihuahua Shorthair,Black/White
A901658,April,4/5/2024 15:30,Apr-24,19109 Great Falls Dr in Travis (TX),Stray,Normal,Dog,Intact Female,12 years,Chihuahua Shorthair,White/Tan
A901664,Lili,4/5/2024 16:29,Apr-24,Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,White/White
A901667,,4/5/2024 17:04,Apr-24,Oltorf Avenue And Pleasant Valley Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Shih Tzu/Border Terrier,White/Gray
A901670,Bella,4/5/2024 18:10,Apr-24,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 months,German Shepherd,Black/Tan
A901671,*Henry,4/5/2024 18:32,Apr-24,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair/Labrador Retriever,Tan
A901673,*Henson,4/5/2024 18:32,Apr-24,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan/White
A901672,Winston,4/5/2024 18:32,Apr-24,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Tan/White
A901676,Macy,4/5/2024 20:24,Apr-24,Beacon in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,American Pit Bull Terrier/Boxer,Brown/White
A901685,,4/6/2024 7:56,Apr-24,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,11 months,Miniature Schnauzer,White/Tan
A901686,Talia,4/6/2024 7:56,Apr-24,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,2 years,Miniature Schnauzer,Brown/Tan
A901690,,4/6/2024 10:31,Apr-24,Travis (TX),Owner Surrender,Med Attn,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Black/White
A894650,Naiya,4/6/2024 13:03,Apr-24,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Black Brindle/White
A901724,Max,4/7/2024 10:32,Apr-24,2Nd Street And Comal Street in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Fawn/Black
A901728,,4/7/2024 11:27,Apr-24,Wilshire Boulevard And Maplewood Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
